,Depth,pressure,temp_cel_climate,temp_cel,temp_min,temp_max,Grad,Sur,co2_den,co2_state,co2_den_climate,co2_state_climate,co2_den_min,co2_state_min,co2_den_max,co2_state_max
747,-748,7555872.088017001,39.814,37.814,35.944,41.18000000000001,30.5,15.0,250.97765892471915,1.0,250.97765892471915,1.0,268.9057190284703,1.0,229.329542603059,1.0
748,-749,7565973.521289751,39.8445,37.8445,35.972,41.215,30.5,15.0,251.72986846063782,1.0,251.72986846063782,1.0,269.8840304489222,1.0,229.88368395990392,1.0
749,-750,7576074.954562501,39.875,37.875,36.0,41.25,30.5,15.0,252.48540254721848,1.0,252.48540254721848,1.0,270.86934685226925,1.0,230.43909902915757,1.0
750,-751,7586176.387835251,39.9055,37.9055,36.028,41.285000000000004,30.5,15.0,253.24428616097276,1.0,253.24428616097276,1.0,271.8617648072939,1.0,230.99579050956848,1.0
751,-752,7596277.821108001,39.936,37.936,36.056,41.32000000000001,30.5,15.0,254.00654440429292,1.0,254.00654440429292,1.0,272.861382391529,1.0,231.5537610591038,1.0
752,-753,7606379.254380751,39.966499999999996,37.966499999999996,36.084,41.355000000000004,30.5,15.0,254.7722025005659,1.0,254.7722025005659,1.0,273.86829919726654,1.0,232.11301329370065,1.0
753,-754,7616480.6876535015,39.997,37.997,36.112,41.39,30.5,15.0,255.54128578893514,1.0,255.54128578893514,1.0,274.8826163356386,1.0,232.67354978600596,1.0
754,-755,7626582.120926251,40.0275,38.0275,36.14,41.425000000000004,30.5,15.0,256.3138197187275,1.0,256.3138197187275,1.0,275.9044364385748,1.0,233.23537306408198,1.0
755,-756,7636683.554199001,40.058,38.058,36.168,41.46,30.5,15.0,257.0898298435057,1.0,257.0898298435057,1.0,276.93386365846175,1.0,233.7984856100891,1.0
756,-757,7646784.987471751,40.088499999999996,38.088499999999996,36.196,41.495000000000005,30.5,15.0,257.8693418147334,1.0,257.8693418147334,1.0,277.97100366525,1.0,234.36288985895243,1.0
757,-758,7656886.420744501,40.119,38.119,36.224000000000004,41.53,30.5,15.0,258.65238137506896,1.0,258.65238137506896,1.0,279.0159636408063,1.0,234.92858819699464,1.0
